,close,high,low,p_change,open,pre_close,volume,date,date_week,key,atr21,atr14
2017-06-05,78.97,79.2,78.61,0.612,78.75,78.49,2738234,20170605,0,0,0.7099999999999937,0.7099999999999937
2017-06-06,78.85,78.93,78.29,-0.152,78.46,78.97,2877993,20170606,1,1,0.6733333333333306,0.6724999999999974
2017-06-07,79.81,80.09,78.79,1.218,78.91,78.85,4284079,20170607,2,2,0.9024169184290001,0.9122071307300483
2017-06-08,79.95,80.2,79.67,0.175,79.71,79.81,4079817,20170608,3,3,1.0307800043094164,1.046140319071792
2017-06-09,80.31,80.73,79.73,0.45,80.39,79.95,3848413,20170609,4,4,1.0233984701315295,1.0341023804247562
2017-06-12,80.17,80.73,79.95,-0.174,80.35,80.31,3352279,20170612,0,5,0.9725929382122737,0.9753076198357793
2017-06-13,80.59,80.74,80.07,0.524,80.2,80.17,3174361,20170613,1,6,0.9160890712310343,0.9109728310545838
2017-06-14,80.84,80.92,79.62,0.31,80.11,80.59,4013089,20170614,2,7,0.9815088956667911,0.9870608168100453
2017-06-15,80.7,81.24,80.23,-0.173,80.38,80.84,2773369,20170615,3,8,0.986006359953373,0.9912844536643164
2017-06-16,81.45,81.48,80.77,0.929,80.86,80.7,5914676,20170616,4,9,0.9451711199163776,0.9419967645844514
2017-06-19,81.88,81.94,81.29,0.528,81.56,81.45,3076499,20170619,0,10,0.9864372842229886,0.9921145304918976
2017-06-20,82.51,82.81,81.8,0.769,81.98,81.88,3929088,20170620,1,11,1.03627846837326,1.0519016930372052
2017-06-21,82.21,82.8,81.99,-0.364,82.6,82.51,2683412,20170621,2,12,1.0213970946246143,1.0310734160962407
2017-06-22,82.28,82.62,82.08,0.085,82.08,82.21,2311970,20170622,3,13,0.9619899696523488,0.9553890873650317
2017-06-23,82.22,82.7,82.06,-0.073,82.39,82.28,3785322,20170623,4,14,0.9235052083523082,0.9077710894991619
2017-06-26,82.96,83.285,82.44,0.9,82.499,82.22,2491613,20170626,0,15,0.9329746527826033,0.9221962988522775
2017-06-27,83.08,83.52,83.01,0.145,83.06,82.96,2994829,20170627,1,16,0.9745700138835229,0.97741853862216
2017-06-28,83.97,84.265,83.4,1.071,83.51,83.08,3667871,20170628,2,17,1.0111967426435942,1.0246932859393711
2017-06-29,83.63,85.39,83.156,-0.405,84.92,83.97,5092624,20170629,3,18,1.1523493443435275,1.2081669021712935
2017-06-30,84.24,84.64,83.59,0.7290000000000001,84.09,83.63,3320821,20170630,4,19,1.1414203301777937,1.1857996160375222
2017-07-03,85.1,85.73,84.69,1.021,84.69,84.24,2306874,20170703,0,20,1.2421795932740567,1.3140453885598962
2017-07-05,84.89,85.88,84.81,-0.247,85.22,85.1,3501204,20170705,2,21,1.283410084648396,1.3594553881001907
2017-07-06,83.74,84.84,83.72,-1.355,84.67,84.89,3213448,20170706,3,22,1.2932949045170559,1.362300522127101
2017-07-07,84.33,84.685,83.77,0.705,83.93,83.74,2454587,20170707,4,23,1.2757606462302726,1.3289173764075102
2017-07-10,84.3,84.57,83.97,-0.036000000000000004,84.13,84.33,2147747,20170710,0,24,1.231116472545392,1.2604826592316474
2017-07-11,84.16,84.305,83.54,-0.166,84.23,84.3,2733163,20170711,1,25,1.1873420634185645,1.196194653173086
2017-07-12,84.82,84.98,84.055,0.784,84.28,84.16,4629141,20170712,2,26,1.1615233968225993,1.1592601208183202
2017-07-13,85.37,85.43,84.74,0.648,84.93,84.82,3309411,20170713,3,27,1.172119688563925,1.1742990117915018
2017-07-14,85.28,85.56,84.59,-0.105,84.85,85.37,3354705,20170714,4,28,1.1525089201800236,1.1466228114468349
2017-07-17,85.22,85.52,84.78,-0.07,85.13,85.28,2190465,20170717,0,29,1.112728341861657,1.091655387747098
2017-07-18,85.52,85.56,84.76,0.35200000000000004,84.96,85.22,2815983,20170718,1,30,1.082735927245448,1.0523019906947892
2017-07-19,85.93,85.98,85.3,0.479,85.76,85.52,5535470,20170719,2,31,1.0519376142201606,1.0129242651731762
2017-07-20,85.35,85.45,84.53,-0.675,84.94,85.93,5386356,20170720,3,32,1.0460535742981967,1.0098402660083605
2017-07-21,85.59,86.28,85.43,0.281,85.79,85.35,3570375,20170721,4,33,1.027504463269462,0.988362669998519
2017-07-24,85.0,85.67,83.86,-0.6890000000000001,85.45,85.59,5389020,20170724,0,34,1.1012651282342127,1.098651120243269
2017-07-25,85.41,86.1,85.08,0.482,85.84,85.0,3255176,20170725,1,35,1.0936304124766518,1.0881032323911042
2017-07-26,85.3,85.72,85.17,-0.129,85.41,85.41,3038102,20170726,2,36,1.0586348496030018,1.0387752755458273
2017-07-27,83.85,85.2,83.33,-1.7,85.18,85.3,6119259,20170727,3,37,1.1540367845794692,1.178211633755043
2017-07-28,84.8,85.1,83.62,1.133,83.88,83.85,3321076,20170728,4,38,1.203042682313383,1.2453698718589832
2017-07-31,85.23,85.7,84.84,0.507,85.17,84.8,3079797,20170731,0,39,1.263185842729496,1.3262514225124125
2017-08-01,85.24,85.836,85.14,0.012,85.72,85.23,3148788,20170801,1,40,1.2421092332336305,1.2874413625880468
2017-08-02,85.07,85.355,84.98,-0.199,85.31,85.24,122838,20170802,2,41,1.1618149252824657,1.1654832888314643
2017-08-03,85.54,85.87899999999998,85.14,0.552,85.24,85.07,2381325,20170803,3,42,1.1227283581512402,1.1084976774988324
2017-08-04,85.97,86.33,85.84,0.503,85.99,85.54,2840245,20170804,4,43,1.135398809793035,1.1287352822172287
2017-08-07,85.85,86.18799999999997,85.68,-0.14,86.1,85.97,2089149,20170807,0,44,1.0904734870568364,1.064534706995943
2017-08-08,85.94,86.665,85.41,0.105,85.43,85.85,2920166,20170808,1,45,1.1056193420479106,1.0899652801887796
2017-08-09,85.69,85.97,85.24,-0.29100000000000004,85.74,85.94,2960996,20170809,2,46,1.0710805213626116,1.0419122635152056
2017-08-10,84.56,85.58,84.545,-1.319,85.44,85.69,3755151,20170810,3,47,1.1008344335678146,1.0890396258446322
2017-08-11,84.29,84.86,83.97,-0.319,84.76,84.56,3078650,20170811,4,48,1.1576546407679995,1.17324354831897
2017-08-14,85.47,85.67,84.72,1.4,84.74,84.29,2893607,20170814,0,49,1.1532851792158845,1.1648044850050234
2017-08-15,86.79,86.965,85.88,1.544,85.99,85.47,3774136,20170815,1,50,1.2927025575476858,1.366300258215045
2017-08-16,87.39,87.78,86.99,0.691,87.0,86.79,3379322,20170816,2,51,1.3858398413475501,1.4922007380273108
2017-08-17,86.09,87.63,86.05,-1.4880000000000002,87.34,87.39,3870386,20170817,3,52,1.4036044604427185,1.5039132603251952
2017-08-18,85.38,86.13,85.205,-0.825,85.99,86.09,4271136,20170818,4,53,1.4750561448582467,1.5947648519270985
2017-08-21,85.3,85.64,84.95,-0.094,85.45,85.38,2505115,20170821,0,54,1.4444345268665424,1.5341063773737944
2017-08-22,85.3,85.73,84.91,0.0,85.47,85.3,2155195,20170822,1,55,1.3873934697670005,1.4388606754367352
2017-08-23,85.28,85.51,84.7,-0.023,84.71,85.3,1959880,20170823,2,56,1.3346726926399144,1.354988531392139
2017-08-24,85.36,85.53,85.04,0.094,85.49,85.28,2057905,20170824,3,57,1.2575778938468816,1.239628053855346
2017-08-25,85.47,85.96,85.42,0.129,85.5,85.36,2302086,20170825,4,58,1.2048804326116438,1.1649949029980768
2017-08-28,85.41,85.69,85.21,-0.07,85.66,85.47,2105519,20170828,0,59,1.1387650707470103,1.0736451950097612
2017-08-29,85.42,85.505,84.4,0.012,84.75,85.41,2779385,20170829,1,60,1.135686326653891,1.077826512210957
2017-08-30,85.69,85.74,85.22,0.316,85.38,85.42,2131663,20170830,2,61,1.079562507046662,1.0034392128530412
2017-08-31,86.1,86.28,85.7,0.478,86.0,85.69,3791890,20170831,3,62,1.059552905022679,0.9843116599098102
2017-09-01,86.14,86.535,86.05,0.046,86.31,86.1,2262735,20170901,4,63,1.0400042439030286,0.9657348153044091
2017-09-05,85.31,85.91,84.68,-0.964,85.72,86.14,3328200,20170905,1,64,1.0746199034345003,1.0263090359448046
2017-09-06,85.23,85.84,85.0,-0.094,85.57,85.31,2823281,20170906,2,65,1.080574587876708,1.0414690304780292
2017-09-07,84.41,85.52,84.08,-0.962,85.27,85.23,2905386,20170907,3,66,1.1133047871824673,1.0946101365982732
2017-09-08,84.25,85.005,84.02,-0.19,84.18,84.41,3462112,20170908,4,67,1.1221087499461257,1.1099963659886636
2017-09-11,85.7,86.12,85.02,1.721,85.02,84.25,3397496,20170911,0,68,1.1756279533288243,1.190000970639261
2017-09-12,86.51,86.57,85.95,0.945,85.97,85.7,3333342,20170912,1,69,1.2797936733430981,1.3406742327391652
2017-09-13,86.64,86.77,86.39,0.15,86.42,86.51,2396472,20170913,2,70,1.2606995416471705,1.3045829389902934
2017-09-14,86.2,86.78,86.17,-0.508,86.55,86.64,2764916,20170914,3,71,1.20148306961584,1.211968775697632
2017-09-15,86.98,86.98,86.13,0.905,86.52,86.2,7791405,20170915,4,72,1.1694996362919583,1.1637048700218562
2017-09-18,87.86,87.86,86.95,1.012,87.11,86.98,3395073,20170918,0,73,1.214129176350149,1.2298792202859132
2017-09-19,89.03,89.23,87.89,1.332,87.97,87.86,4043478,20170919,1,74,1.3083733486527303,1.3658982925410217
2017-09-20,88.43,89.38,88.27,-0.674,89.25,89.03,4251024,20170920,2,75,1.3276258959529168,1.3864455754784484
2017-09-21,88.44,88.78,88.05,0.011,88.45,88.43,2877759,20170921,3,76,1.2960029939926723,1.3322519437817872
2017-09-22,88.4,88.71,88.1,-0.045,88.3,88.44,2770085,20170922,4,77,1.2336022250092193,1.2359503165768573
2017-09-25,88.21,88.64,87.84,-0.215,88.28,88.4,2863068,20170925,0,78,1.1941626616970564,1.1778228920569094
2017-09-26,88.73,88.77,88.2,0.59,88.37,88.21,208040,20170926,1,79,1.1373928873422274,1.0967789750380048
2017-09-27,89.5,89.69,89.03,0.868,89.34,88.73,239069,20170927,2,80,1.1685528174356241,1.1478755842102881
2017-09-28,90.14,90.3,89.335,0.715,89.42,89.5,175048,20170928,3,81,1.2050627461237642,1.2041592907297058
2017-09-29,90.43,90.77,89.95,0.322,90.0,90.14,223389,20170929,4,82,1.2109682988858332,1.2129381129418881
2017-10-02,90.52,91.15,90.11,0.1,90.49,90.43,316916,20171002,0,83,1.1954205420546138,1.189879559077079
2017-10-03,91.43,91.63,90.6,1.005,90.6,90.52,230076,20171003,1,84,1.1958369826468378,1.1912289582400601
2017-10-04,90.99,91.61,90.91,-0.481,91.59,91.43,322971,20171004,2,85,1.1862127866476242,1.1777317027805638
2017-10-05,91.16,91.61,90.81,0.187,90.87,90.99,184310,20171005,3,86,1.1510937354130937,1.1273672783845858
2017-10-06,91.53,91.58,91.13,0.406,91.27,91.16,166291,20171006,4,87,1.1000735945675784,1.0557180646033162
2017-10-09,91.72,91.95,91.51,0.208,91.57,91.53,214557,20171009,0,88,1.071879248656669,1.0202888850437422
2017-10-10,91.9,92.33,91.785,0.196,91.89,91.72,172658,20171010,1,89,1.0471583004270064,0.9909169587805973
2017-10-11,91.96,92.65,91.82,0.065,91.93,91.9,3051394,20171011,2,90,1.0365057231211101,0.9827946796534843
2017-10-12,91.61,92.23,91.51,-0.381,91.63,91.96,3279018,20171012,3,91,1.0077279991592767,0.9477553218980623
2017-10-13,92.89,92.92,91.34,1.3969999999999998,91.59,91.61,3224158,20171013,4,92,1.0597600843682797,1.032054752292725
2017-10-16,91.96,93.29,90.86,-1.001,93.1,92.89,4293977,20171016,0,93,1.1843433651785724,1.2184477202287272
2017-10-17,91.69,92.07,91.59,-0.294,91.94,91.96,2939556,20171017,1,94,1.1948588336275747,1.2293213710935809
2017-10-18,92.03,92.26,91.68,0.371,91.8,91.69,329043,20171018,2,95,1.1389566367819932,1.14274509469748
2017-10-19,91.9,92.94,90.05,-0.141,90.4,92.03,6512126,20171019,3,96,1.2981577735112144,1.3757126336515704
2017-10-20,92.06,93.26,91.98,0.174,92.84,91.9,4442193,20171020,4,97,1.2965069218761478,1.3629509388034127
2017-10-23,92.38,93.09,92.24,0.348,92.32,92.06,2963132,20171023,0,98,1.286823701496059,1.3398907974033334
2017-10-24,93.86,93.93,92.33,1.602,92.6,92.38,4450165,20171024,1,99,1.3398435760579321,1.4105720675198297
2017-10-25,93.53,94.24,93.27,-0.35200000000000004,94.0,93.86,4265963,20171025,2,100,1.3871336433595618,1.470495823521418
2017-10-26,95.69,95.73,93.98,2.309,93.99,93.53,4136780,20171026,3,101,1.4310332176029323,1.5237630714509904
2017-10-27,95.79,96.015,95.03,0.105,95.45,95.69,3212221,20171027,4,102,1.5268536037373885,1.6519280461361006
2017-10-30,95.07,96.12,94.84,-0.752,95.73,95.79,3096515,20171030,0,103,1.5044112547157578,1.6023376229231874
2017-10-31,95.52,95.61,94.52,0.473,94.98,95.07,3146438,20171031,1,104,1.4831001804248232,1.5580259266541694
2017-11-01,95.79,96.565,95.44,0.28300000000000003,96.29,95.52,2319973,20171101,2,105,1.4841820265183738,1.549622467595345
2017-11-02,95.98,96.24,95.39,0.198,96.0,95.79,3013321,20171102,3,106,1.4265269680757278,1.4563394510241312
2017-11-03,96.43,96.43,95.78,0.469,96.28,95.98,2089507,20171103,4,107,1.3559312175030183,1.3488275033528196
2017-11-06,96.29,96.73,95.93,-0.145,96.35,96.43,1848269,20171106,0,108,1.3053904605227025,1.2756504905959245
2017-11-07,95.37,96.9,95.18,-0.955,96.42,96.29,3200922,20171107,1,109,1.343083291379623,1.3348971004874144
2017-11-08,95.13,95.28,94.45,-0.252,95.1,95.37,2163747,20171108,2,110,1.388258686601649,1.4022441622652038
2017-11-09,93.75,94.655,93.28,-1.4509999999999998,94.34,95.13,3949795,20171109,3,111,1.4520548265295588,1.4939449506715539
2017-11-10,93.52,94.15,93.385,-0.245,93.79,93.75,2714369,20171110,4,112,1.47868676573142,1.5274189604255164
2017-11-13,93.9,93.98,92.78,0.406,93.0,93.52,2708531,20171113,0,113,1.4533511210760837,1.4837630954447305
2017-11-14,93.76,93.79,92.94,-0.149,93.57,93.9,2843670,20171114,1,114,1.3985000663064526,1.39926134336183
2017-11-15,93.26,93.79,92.8,-0.5329999999999999,93.27,93.76,3236553,20171115,2,115,1.3713632680866785,1.3593598284485022
2017-11-16,93.56,94.04,93.3,0.322,93.55,93.26,2586458,20171116,3,116,1.313965783310759,1.276778513567131
2017-11-17,93.69,93.76,92.92,0.139,93.31,93.56,3261235,20171117,4,117,1.2708774224566945,1.2185413757224635
2017-11-20,93.95,94.34,93.68,0.278,93.92,93.69,3456574,20171120,0,118,1.2262516727455164,1.1600691899412814
2017-11-21,94.41,94.65,94.12,0.49,94.42,93.95,2917041,20171121,1,119,1.2020467141380722,1.1333932970193492
2017-11-22,93.82,94.71,93.48,-0.625,94.39,94.41,2159113,20171122,2,120,1.2045879468626395,1.1462741911391905
2017-11-24,93.48,94.12,93.47,-0.362,93.97,93.82,837313,20171124,4,121,1.1805342827237268,1.1187709649339561
2017-11-27,93.47,93.99,93.36,-0.011,93.62,93.48,317059,20171127,0,122,1.1304853059698425,1.0536015014641582
2017-11-28,95.28,95.28,93.58,1.936,93.76,93.47,3536397,20171128,1,123,1.1913507265668555,1.153121303225835
2017-11-29,96.6,97.32,95.6,1.385,95.96,95.28,4325505,20171129,2,124,1.4330477338325673,1.5127051355902879
2017-11-30,97.71,98.49,96.81,1.149,97.02,96.6,5328348,20171130,3,125,1.5945898325134904,1.7390111208539905
2017-12-01,97.86,98.22,95.85,0.154,98.08,97.71,3445157,20171201,4,126,1.6650820561060187,1.8231429724836945
2017-12-04,98.59,99.17,97.98,0.746,98.62,97.86,4562392,20171204,0,127,1.6464381390083964,1.7747239089487297
2017-12-05,98.71,99.75,98.576,0.122,99.2,98.59,3525591,20171205,1,128,1.6685802276602475,1.7900940545700026
2017-12-06,98.21,98.82,98.17,-0.507,98.64,98.71,3081339,20171206,2,129,1.5759816400618407,1.6380815126940327
2017-12-07,98.58,99.12,97.48,0.377,97.76,98.21,3026836,20171207,3,130,1.5818015129677951,1.6383373110033421
2017-12-08,98.55,99.0,98.135,-0.03,99.0,98.58,3850254,20171208,4,131,1.5166375151001767,1.535225668890896
2017-12-11,99.0,99.04,98.24,0.457,98.6,98.55,2984055,20171211,0,132,1.451488446536394,1.4371955791737188
2017-12-12,99.37,99.66,98.85,0.374,98.88,99.0,3455459,20171212,1,133,1.420443954126896,1.3935695017454728
2017-12-13,97.78,99.31,97.76,-1.6,99.12,99.37,3463939,20171213,2,134,1.4322218068916013,1.414426901597718
2017-12-14,97.15,98.65,97.15,-0.644,98.31,97.78,3464840,20171214,3,135,1.5038381743803435,1.5218366484306116
2017-12-15,98.52,98.84,97.44,1.41,97.78,97.15,7891763,20171215,4,136,1.4943983202007605,1.5055917619234864
2017-12-18,99.68,100.53,98.99,1.177,99.19,98.52,3485379,20171218,0,137,1.6658169872860866,1.7555128609965
2017-12-19,99.15,100.39,99.12,-0.532,100.21,99.68,3282602,20171219,1,138,1.6843791120884057,1.7707778128987164
2017-12-20,98.51,99.94,98.46,-0.645,99.71,99.15,3090965,20171220,2,139,1.6657991630177726,1.7320074377683234
2017-12-21,98.5,99.19,98.37,-0.01,99.05,98.51,2339526,20171221,3,140,1.5889082179417127,1.6104064458559457
2017-12-22,98.74,99.04,98.21,0.244,98.47,98.5,1980343,20171222,4,141,1.5199164703463233,1.506352252919466
2017-12-26,98.57,98.92,98.13,-0.172,98.8,98.74,1575239,20171226,1,142,1.4535603476543997,1.410838619073016
2017-12-27,99.13,99.25,98.565,0.568,98.9,98.57,2569863,20171227,2,143,1.3836911486266814,1.3140601364211848
2017-12-28,99.7,99.905,99.36,0.575,99.64,99.13,1915540,20171228,3,144,1.37926467616296,1.316852118234412
2017-12-29,99.31,100.25,99.26,-0.391,100.0,99.7,2056778,20171229,4,145,1.3556951388167608,1.2906051691143334
2018-01-02,98.94,99.73,98.22,-0.373,99.73,99.31,2746672,20180102,1,146,1.3697228650112911,1.3198578132538235
2018-01-03,99.55,99.76,99.02,0.312,99.24,99.24,2976441,20180103,2,147,1.312475289009134,1.2425434381042952
2018-01-04,100.85,101.65,99.91,1.306,100.03,99.55,3122034,20180104,3,148,1.412250330579636,1.3982043131092565
2018-01-05,101.08,101.08,100.27,0.228,100.85,100.85,2550286,20180105,4,149,1.422954852598536,1.4157770713697206
2018-01-08,100.15,101.2,100.12,-0.92,101.0,101.08,1896547,20180108,0,150,1.3917771212053387,1.371006795168613
2018-01-09,100.52,100.8,100.27,0.369,100.36,100.15,2978533,20180109,1,151,1.338888264985437,1.296205889119381
2018-01-10,101.2,101.58,100.45,0.6759999999999999,100.45,100.52,150421,20180110,2,152,1.3471711538335713,1.3140451039089909
2018-01-11,100.73,101.44,100.2,-0.464,101.44,101.2,2745414,20180111,3,153,1.337428317553379,1.3041724233851388
2018-01-12,100.97,101.03,99.93,0.238,100.86,100.73,3231524,20180112,4,154,1.3312984681502815,1.2996161002660627
2018-01-16,100.34,102.385,100.15,-0.624,102.01,100.97,3813954,20180116,1,155,1.4134531815303215,1.4243339535890893
2018-01-17,100.76,101.0,99.24,0.419,100.99,100.34,4469669,20180117,2,156,1.4449574477483424,1.4690894264517056
2018-01-18,99.86,100.84,99.58,-0.893,100.84,100.76,5290672,20180118,3,157,1.428143129467867,1.4412108362539198
2018-01-19,98.03,98.94,96.348,-1.833,97.01,99.86,12306039,20180119,4,158,1.6994029160837054,1.8373160581387697
2018-01-22,98.32,98.34,96.84,0.29600000000000004,97.26,98.03,4983551,20180122,0,159,1.8194572250517258,1.9950072504048864
2018-01-23,97.98,98.4,97.44,-0.34600000000000003,98.16,98.32,4375157,20180123,1,160,1.7413247331188795,1.8570062836706194
2018-01-24,99.3,99.51,98.16,1.347,98.25,97.98,4949481,20180124,2,161,1.7057497503738392,1.7894054458420905
2018-01-25,99.69,100.11,99.2,0.393,99.43,99.3,3375241,20180125,3,162,1.744317961791231,1.8348180530665081
2018-01-26,99.63,99.95,98.95,-0.06,99.85,99.69,3668677,20180126,4,163,1.6766526815229643,1.7235089793171576
2018-01-29,99.41,100.18,99.227,-0.221,99.75,99.63,3472131,20180129,0,164,1.6108660643765944,1.6207744487358182
2018-01-30,98.71,100.1,98.69,-0.7040000000000001,99.45,99.41,3466484,20180130,1,165,1.592605510613066,1.5926711889030194
2018-01-31,99.4,99.715,98.5,0.6990000000000001,98.74,98.71,3202864,20180131,2,166,1.5582777327227295,1.5423150303805118
2018-02-01,100.0,100.04,98.4,0.604,98.95,99.4,2952078,20180201,3,167,1.5657070305739296,1.5553396929969154
2018-02-02,96.68,99.688,96.64,-3.32,99.53,100.0,4663298,20180202,4,168,1.7004609505054067,1.754361067270244
2018-02-05,92.01,96.725,88.61,-4.83,95.83,96.68,6421934,20180205,0,169,2.581328217761383,3.039112925002515
2018-02-06,94.18,94.22,88.51,2.358,89.75,92.01,7243978,20180206,1,170,3.0893893313131477,3.723231201684986
2018-02-07,93.61,94.85,93.41,-0.605,93.53,94.18,3796803,20180207,2,171,3.0667175721993956,3.605467041457908
2018-02-08,88.34,93.97,88.28,-5.63,93.75,93.61,5814910,20180208,3,172,3.32428871978072,3.9114047692689455
2018-02-09,91.72,92.52,87.54,3.826,89.47,88.34,8017551,20180209,4,173,3.5738988518294588,4.199217466704175
2018-02-12,95.14,95.62,92.42,3.729,92.54,91.72,348678,20180212,0,174,3.910817157249051,4.609988471149084
2018-02-13,94.56,94.81,92.82,-0.61,94.03,95.14,3366658,20180213,1,175,3.8361974118106863,4.407323341660202
2018-02-14,96.23,96.56,93.67,1.766,93.97,94.56,3446758,20180214,2,176,3.7501794612265744,4.205013562770153
2018-02-15,96.56,97.21,95.44,0.343,97.06,96.23,3057394,20180215,3,177,3.650163142282417,3.9976784210656633
2018-02-16,96.79,97.49,96.25,0.238,96.37,96.56,3280686,20180216,4,178,3.432875575425817,3.6326546315874957
2018-02-20,97.19,97.71,96.5,0.413,96.58,96.79,3514720,20180220,1,179,3.2307959705010503,3.3096340140403933
2018-02-21,97.5,98.49,96.75,0.319,96.92,97.19,4431517,20180221,2,180,3.095269059727212,3.100349478833827
2018-02-22,97.35,98.07,97.05,-0.154,97.59,97.5,4270084,20180222,3,181,2.906608230592164,2.8229695483212938
2018-02-23,98.8,98.84,97.55,1.489,97.78,97.35,2440553,20180223,4,182,2.764189296747743,2.625240275210947
2018-02-26,101.64,101.675,98.97,2.874,99.43,98.8,4953120,20180226,0,183,2.9060811822948183,2.851874905183651
2018-02-27,99.58,102.12,99.58,-2.027,101.66,101.64,5167256,20180227,1,184,2.9437101665502667,2.914291584492695
2018-02-28,97.51,100.36,97.43,-2.079,100.04,99.58,4053730,20180228,2,185,3.058827426438585,3.087052706560815
2018-03-01,95.14,98.3,94.53,-2.431,97.82,97.51,4369841,20180301,3,186,3.239843118234839,3.348779012353335
2018-03-02,95.6,95.75,93.2,0.483,94.63,95.14,3584668,20180302,4,187,3.337130109094012,3.4769418107064936
2018-03-05,96.66,97.29,94.7,1.109,95.09,95.6,2661437,20180305,0,188,3.2692091890650294,3.358682902612083
2018-03-06,96.07,96.99,95.14,-0.61,96.99,96.66,3221099,20180306,1,189,3.1401901701151465,3.1575251822634915
2018-03-07,95.64,95.73,94.28,-0.448,95.21,96.07,3594855,20180307,2,190,3.0710819719738747,3.053855157961554
2018-03-08,96.59,96.675,95.09,0.993,96.05,95.64,3760527,20180308,3,191,2.9359836093603935,2.858007803566451
2018-03-09,99.05,99.11,97.06,2.547,97.58,96.59,3044292,20180309,4,192,2.984530554462158,2.9396067630910045
2018-03-12,98.51,99.69,98.44,-0.545,99.09,99.05,106525,20180312,0,193,2.9950277768817033,2.9609925280122202
2018-03-13,95.37,98.23,95.08,-3.187,98.12,98.51,4858723,20180313,1,194,3.083661616098673,3.095526857610697
2018-03-14,94.53,96.17,94.09,-0.8809999999999999,95.96,95.37,3013765,20180314,2,195,3.205146924662677,3.272123276596058
2018-03-15,94.39,95.41,93.96,-0.14800000000000002,95.06,94.53,3212950,20180315,3,196,3.0455881122113975,3.029173506383112
2018-03-16,95.61,96.39,94.27,1.293,94.55,94.39,5124895,20180316,4,197,2.961443737837864,2.9079503721986377
2018-03-19,94.05,95.37,93.92,-1.632,95.27,95.61,141140,20180319,0,198,2.8240397608748924,2.7135569892387363
2018-03-20,94.95,95.65,94.72,0.957,95.35,94.05,2501623,20180320,1,199,2.6518543271613937,2.475749390673484
2018-03-21,95.31,95.44,94.41,0.379,94.79,94.95,80145,20180321,2,200,2.5371402968703016,2.3309828052503025
